Ticket_ID,Subject,Description,Category,Priority,Timestamp
788,UX Improvement,Can you add notifications to the dashboard?,Feature Request,High,2025-06-22 03:18:07.454948
789,Connection Failed,Integration with Google Workspace is failing.,Technical Issue,High,2025-08-02 14:02:07.454948
790,UX Improvement,I suggest improving the checkout for better usability.,Feature Request,High,2025-09-13 19:06:07.454948
791,Login Error,Login fails even with correct credentials.,Bug Report,Medium,2025-05-25 22:45:07.454948
792,2FA Issue,How do I delete my account permanently?,Account Management,Critical,2025-07-16 23:12:07.454948
793,Password Reset,My account is locked without reason.,Account Management,Medium,2025-06-13 14:14:07.454948
794,Login Error,The search is not working after the latest update.,Bug Report,Medium,2025-07-25 01:39:07.454948
795,Feature Broken,The export is not working after the latest update.,Bug Report,Medium,2025-09-15 14:55:07.454948
796,UX Improvement,It would be great if we could upload file.,Feature Request,Critical,2025-08-17 20:58:07.454948
797,Account Locked,I can't reset my password.,Account Management,High,2025-04-06 15:34:07.454948
798,Slow Performance,Server response time is too slow for search query.,Technical Issue,High,2025-09-19 19:21:07.454948
799,API Error,Server response time is too slow for data export.,Technical Issue,High,2025-09-21 12:54:07.454948
800,Connection Failed,Server response time is too slow for login.,Technical Issue,Low,2025-08-01 18:51:07.454948
801,UX Improvement,Please consider adding dark mode support.,Feature Request,High,2025-07-01 12:18:07.454948
802,Invoice Question,How do I upgrade my billing plan?,Billing Inquiry,High,2025-03-31 10:10:07.454948
803,Invoice Question,My invoice doesn't match the plan I selected.,Billing Inquiry,Critical,2025-09-20 03:49:07.454948
804,Invoice Question,How do I upgrade my billing plan?,Billing Inquiry,High,2025-04-04 07:01:07.454948
805,Password Reset,My account is locked without reason.,Account Management,High,2025-07-12 17:03:07.454948
806,Invoice Question,Billing cycle date seems incorrect.,Billing Inquiry,Critical,2025-06-27 03:11:07.454948
807,Double Charge,Billing cycle date seems incorrect.,Billing Inquiry,Medium,2025-04-14 14:19:07.454948
808,Login Error,Error message '500' appears when I try to upload file.,Bug Report,High,2025-04-19 02:06:07.454948
809,Invoice Question,My invoice doesn't match the plan I selected.,Billing Inquiry,Critical,2025-09-12 20:33:07.454948
810,New Feature Suggestion,Can you add dark mode to the dashboard?,Feature Request,Medium,2025-04-30 13:56:07.454948
811,Feature Broken,Error message 'Timeout' appears when I try to reset password.,Bug Report,Medium,2025-06-16 14:25:07.454948
812,API Error,I can't connect to the email server despite correct settings.,Technical Issue,Medium,2025-08-10 02:28:07.454948
813,New Feature Suggestion,It would be great if we could log in.,Feature Request,Medium,2025-09-02 04:30:07.454948
814,App Crash,App crashes when I click on Refresh.,Bug Report,Medium,2025-06-23 09:30:07.454948
815,UX Improvement,Add export to PDF functionality.,Feature Request,Medium,2025-09-09 04:16:07.454948
816,Password Reset,My account is locked without reason.,Account Management,High,2025-08-15 00:32:07.454948
817,UX Improvement,Add export to PDF functionality.,Feature Request,Medium,2025-06-14 14:18:07.454948
818,Invoice Question,Billing cycle date seems incorrect.,Billing Inquiry,High,2025-04-20 13:34:07.454948
819,2FA Issue,How do I delete my account permanently?,Account Management,High,2025-06-15 08:19:07.454948
820,App Crash,Error message '500' appears when I try to sync data.,Bug Report,Critical,2025-08-09 08:01:07.454948
821,Double Charge,Refund request for unused service period.,Billing Inquiry,Medium,2025-09-17 02:17:07.454948
822,Refund Request,Refund request for unused service period.,Billing Inquiry,High,2025-05-04 14:46:07.454948
823,2FA Issue,How do I delete my account permanently?,Account Management,Critical,2025-07-24 13:16:07.454948
824,Feature Broken,The search is not working after the latest update.,Bug Report,High,2025-07-29 07:43:07.454948
825,Login Error,Error message '404' appears when I try to reset password.,Bug Report,Medium,2025-07-02 01:42:07.454948
826,New Feature Suggestion,Add export to PDF functionality.,Feature Request,Critical,2025-09-10 10:18:07.454948
827,Password Reset,My account is locked without reason.,Account Management,Medium,2025-08-26 23:32:07.454948
828,Invoice Question,My invoice doesn't match the plan I selected.,Billing Inquiry,Critical,2025-06-28 04:06:07.454948
829,Password Reset,How do I delete my account permanently?,Account Management,Medium,2025-09-15 22:18:07.454948
830,Slow Performance,I can't connect to the API gateway despite correct settings.,Technical Issue,Medium,2025-08-09 15:31:07.454948
831,Refund Request,How do I upgrade my billing plan?,Billing Inquiry,Medium,2025-07-09 03:21:07.454948
832,Invoice Question,Refund request for unused service period.,Billing Inquiry,Critical,2025-08-31 06:13:07.454948
833,Refund Request,My invoice doesn't match the plan I selected.,Billing Inquiry,Critical,2025-04-15 22:37:07.454948
834,API Error,Server response time is too slow for login.,Technical Issue,Medium,2025-09-23 10:22:07.454948
835,Password Reset,I can't reset my password.,Account Management,High,2025-06-05 16:32:07.454948
836,Double Charge,Billing cycle date seems incorrect.,Billing Inquiry,High,2025-06-18 04:26:07.454948
837,Account Locked,How do I delete my account permanently?,Account Management,Low,2025-05-10 20:40:07.454948
838,Login Error,The screen goes blank when I open billing.,Bug Report,High,2025-06-19 03:26:07.454948
839,Password Reset,My account is locked without reason.,Account Management,High,2025-06-03 20:48:07.454948
840,New Feature Suggestion,Please consider adding dark mode support.,Feature Request,High,2025-07-03 11:06:07.454948
841,UX Improvement,Add export to PDF functionality.,Feature Request,Critical,2025-08-03 23:12:07.454948
842,New Feature Suggestion,Add export to PDF functionality.,Feature Request,High,2025-08-21 07:33:07.454948
843,API Error,Server response time is too slow for search query.,Technical Issue,High,2025-07-13 07:56:07.454948
844,Connection Failed,I can't connect to the API gateway despite correct settings.,Technical Issue,Critical,2025-04-28 20:10:07.454948
845,Connection Failed,Server response time is too slow for file upload.,Technical Issue,Critical,2025-06-25 03:58:07.454948
846,API Error,Server response time is too slow for search query.,Technical Issue,Critical,2025-07-01 00:50:07.454948
847,App Crash,The screen goes blank when I open settings.,Bug Report,High,2025-08-16 18:03:07.454948
848,API Error,I can't connect to the cloud storage despite correct settings.,Technical Issue,Medium,2025-06-19 20:48:07.454948
849,Connection Failed,Server response time is too slow for file upload.,Technical Issue,High,2025-09-09 06:18:07.454948
850,Slow Performance,Server response time is too slow for file upload.,Technical Issue,High,2025-04-15 19:40:07.454948
851,Account Locked,How do I delete my account permanently?,Account Management,Low,2025-07-08 23:22:07.454948
852,API Error,Integration with Google Workspace is failing.,Technical Issue,High,2025-06-07 13:30:07.454948
853,New Feature Suggestion,Please consider adding dark mode support.,Feature Request,Critical,2025-06-26 19:08:07.454948
854,Connection Failed,API returns 500 error when calling /api/users.,Technical Issue,High,2025-08-24 18:38:07.454948
855,Double Charge,How do I upgrade my billing plan?,Billing Inquiry,High,2025-06-11 18:56:07.454948
856,Connection Failed,SSL certificate error on your domain.,Technical Issue,Medium,2025-09-07 22:21:07.454948
857,Connection Failed,Integration with Salesforce is failing.,Technical Issue,Medium,2025-06-07 11:06:07.454948
858,API Error,Server response time is too slow for login.,Technical Issue,Medium,2025-05-15 04:00:07.454948
859,Slow Performance,SSL certificate error on your domain.,Technical Issue,Critical,2025-05-01 19:47:07.454948
860,New Feature Suggestion,Please consider adding dark mode support.,Feature Request,Critical,2025-05-11 01:30:07.454948
861,Slow Performance,SSL certificate error on your domain.,Technical Issue,Medium,2025-05-28 07:55:07.454948
862,Connection Failed,SSL certificate error on your domain.,Technical Issue,High,2025-05-16 18:29:07.454948
863,Feature Broken,Login fails even with correct credentials.,Bug Report,Medium,2025-06-04 04:57:07.454948
864,UX Improvement,Add export to PDF functionality.,Feature Request,High,2025-09-16 18:04:07.454948
865,2FA Issue,Email not updating in profile settings.,Account Management,Medium,2025-09-03 05:31:07.454948
866,UX Improvement,Add export to PDF functionality.,Feature Request,Medium,2025-06-15 13:19:07.454948
867,Login Error,The screen goes blank when I open settings.,Bug Report,Medium,2025-09-21 16:41:07.454948
868,UX Improvement,Add export to PDF functionality.,Feature Request,Medium,2025-07-15 09:35:07.454948
869,2FA Issue,My account is locked without reason.,Account Management,Medium,2025-07-21 00:02:07.454948
870,App Crash,App crashes when I click on Refresh.,Bug Report,Critical,2025-04-10 06:55:07.454948
871,Refund Request,Refund request for unused service period.,Billing Inquiry,Critical,2025-06-03 03:38:07.454948
872,Slow Performance,I can't connect to the database despite correct settings.,Technical Issue,High,2025-07-12 15:40:07.454948
873,New Feature Suggestion,It would be great if we could log in.,Feature Request,High,2025-08-14 17:25:07.454948
874,Refund Request,My invoice doesn't match the plan I selected.,Billing Inquiry,Critical,2025-08-16 15:16:07.454948
875,Double Charge,My invoice doesn't match the plan I selected.,Billing Inquiry,High,2025-05-02 15:42:07.454948
876,Feature Broken,Login fails even with correct credentials.,Bug Report,High,2025-06-16 15:17:07.454948
877,UX Improvement,Please consider adding dark mode support.,Feature Request,Critical,2025-08-22 17:21:07.454948
878,Connection Failed,API returns 500 error when calling /api/users.,Technical Issue,High,2025-04-13 19:08:07.454948
879,Refund Request,My invoice doesn't match the plan I selected.,Billing Inquiry,High,2025-04-19 14:08:07.454948
880,UX Improvement,Please consider adding dark mode support.,Feature Request,Critical,2025-04-29 11:28:07.454948
881,Invoice Question,Refund request for unused service period.,Billing Inquiry,High,2025-04-29 22:50:07.454948
882,Login Error,App crashes when I click on Submit.,Bug Report,Low,2025-05-13 22:25:07.454948
883,2FA Issue,I can't reset my password.,Account Management,High,2025-05-19 12:06:07.454948
884,Connection Failed,Server response time is too slow for file upload.,Technical Issue,High,2025-05-22 13:56:07.454948
885,Login Error,Error message 'Timeout' appears when I try to log in.,Bug Report,Critical,2025-04-24 10:45:07.454948
886,2FA Issue,My account is locked without reason.,Account Management,Medium,2025-04-20 05:04:07.454948
887,App Crash,App crashes when I click on Refresh.,Bug Report,High,2025-04-03 19:45:07.454948
888,Invoice Question,How do I upgrade my billing plan?,Billing Inquiry,Critical,2025-05-13 21:34:07.454948
889,Invoice Question,How do I upgrade my billing plan?,Billing Inquiry,Medium,2025-05-26 04:52:07.454948
890,Account Locked,Email not updating in profile settings.,Account Management,High,2025-07-17 07:32:07.454948
891,Slow Performance,Integration with Google Workspace is failing.,Technical Issue,Critical,2025-04-29 09:27:07.454948
892,Account Locked,Email not updating in profile settings.,Account Management,Low,2025-05-05 04:56:07.454948
893,Account Locked,My account is locked without reason.,Account Management,Low,2025-07-05 19:12:07.454948
894,Slow Performance,SSL certificate error on your domain.,Technical Issue,Medium,2025-08-30 05:14:07.454948
895,2FA Issue,Two-factor authentication not working.,Account Management,Medium,2025-06-07 03:41:07.454948
896,New Feature Suggestion,I suggest improving the checkout for better usability.,Feature Request,High,2025-09-11 11:03:07.454948
897,Login Error,Error message 'Timeout' appears when I try to log in.,Bug Report,High,2025-06-29 15:38:07.454948
898,2FA Issue,My account is locked without reason.,Account Management,Critical,2025-06-04 07:43:07.454948
899,Feature Broken,Login fails even with correct credentials.,Bug Report,Medium,2025-04-29 01:23:07.454948
900,Connection Failed,API returns 500 error when calling /api/users.,Technical Issue,Medium,2025-08-12 19:03:07.454948
901,Double Charge,My invoice doesn't match the plan I selected.,Billing Inquiry,Medium,2025-07-03 20:46:07.454948
902,Connection Failed,Server response time is too slow for login.,Technical Issue,Medium,2025-09-05 20:20:07.454948
903,Slow Performance,SSL certificate error on your domain.,Technical Issue,High,2025-04-05 01:45:07.454948
